DOI,Cited Paper ID,Paper DOI
10.1016/j.eswa.2024.125717,54d29f5d4843ca5ea25e2ba769f34be395acf652,10.1007/s12065-019-00236-3
10.1016/j.eswa.2024.125717,97f713a5c64a801c003ee943e4abe855473495e9,10.1016/j.cogsys.2018.10.001
10.1016/j.eswa.2024.125717,ebc6254db28c04ee9882764eaa284eba7f184fc0,10.26599/BDMA.2019.9020002
10.1016/j.eswa.2024.125717,a3bac0f3eda13069e25128b2f45594e8da33815a,10.1177/2056305119855143
10.1016/j.eswa.2024.125717,754643d9062972a432403e6a5f81b5b25c421181,10.2139/ssrn.3349569
10.1016/j.eswa.2024.125717,ac410e48a2c596db994b8acbcfca03e04149142f,10.1109/CCOMS.2019.8821658
10.1016/j.eswa.2024.125717,6c35dd4564f4782b4c64942059b2f5abd3091f98,10.1109/ACCESS.2019.2892852
10.1016/j.eswa.2024.125717,0c24bfdeac9e25cbd8c08a60a3fd28b8dca09b76,
10.1016/j.eswa.2024.125717,e018d3883c82c9f85a4c8b7698c3fe52cc40eb39,10.1038/nmeth.3547
10.1016/j.eswa.2024.125717,620e044cffc04b9d16e5c212995891ca992b8b4a,10.1109/ACCESS.2022.3210182
10.1016/j.eswa.2024.125717,7a5c6131bba8b20202c908a4f4db44d6fef745e5,10.4018/978-1-7998-8413-2.ch003
10.1016/j.eswa.2024.125717,6d1f9d98722cb322eeaafca955f28de1975ca615,10.1007/978-981-16-0407-2_9
10.1016/j.eswa.2024.125717,26b6a4b95b71086c5abe1850c45ea30a98d5b262,10.1007/978-981-33-6919-1_10
10.1016/j.eswa.2024.125717,78cccb92cdfd7295525aaa0435539cb756780ad2,10.1007/978-981-16-2008-9_8
10.1016/j.eswa.2024.125717,3a92f5d974201eb397edb7ec89c528651f773454,10.1007/978-981-15-9509-7_51
10.1016/j.eswa.2024.125717,29dc4857d354cf5c7cdf5229bf4565c5c26565f6,10.1007/978-3-030-33624-0_8
10.1016/j.eswa.2024.125717,b87d5f9b8013386f4ff5ad1a130efe6e924dca5c,10.1016/j.dss.2013.08.002
10.1016/j.eswa.2024.125717,bf2827963894ed234db7d5a0d9474e1046531ad8,
10.11591/ijece.v15i1.pp755-766,ac1bae8c0b38e4272ad551a48aa721b6e130ba16,10.11591/ijai.v13.i1.pp1172-1178
10.11591/ijece.v15i1.pp755-766,24282658db7234edb1e4af3685aa7c12f969b82e,10.17762/ijritcc.v11i9.9585
10.11591/ijece.v15i1.pp755-766,5463af46a831f096e1008369345bcc7806c883cc,10.3390/electronics12194119
10.11591/ijece.v15i1.pp755-766,670afb48435c9f34fe7a04a7a3d6f0d2f61dbfe9,10.1016/j.aej.2023.08.062
10.11591/ijece.v15i1.pp755-766,c245cf72c6268cc579be458cd96c2869b9391b08,10.1007/s42979-023-02017-3
10.11591/ijece.v15i1.pp755-766,ba95d7a5012eeb788659cd1df738626294e0d959,10.48084/etasr.5787
10.11591/ijece.v15i1.pp755-766,9610dcbb0ec187acb63e1e8b24aab09cc8ba2835,10.1016/j.aej.2023.03.065
10.11591/ijece.v15i1.pp755-766,64fe0a6bf66b783d3c68c24bbda0cbc359c6c0dc,10.7717/peerj-cs.1336
10.11591/ijece.v15i1.pp755-766,a1b73dbb0c1b69f45c8e656dd16bcb15a6e1e0c8,10.1002/cpe.7683
10.11591/ijece.v15i1.pp755-766,6f2e22f36476be0b71aaf40186d290e9aea921da,10.1155/2022/1535957
10.11591/ijece.v15i1.pp755-766,0fdca1da2ba0046444cd5b105ba60fe5c88a706a,10.17559/tv-20200614172445
10.11591/ijece.v15i1.pp755-766,a31c4d38178fc0be17e43ff1d8d95506f0c59d6e,10.1016/j.eswa.2021.116158
10.11591/ijece.v15i1.pp755-766,2cab6f32833feca09dac004116729675eae3bd7c,10.1007/s10845-021-01847-3
10.11591/ijece.v15i1.pp755-766,96574b0e64da43e9b4f929bdb394841b73f76e81,10.1007/S11277-021-08580-3
10.11591/ijece.v15i1.pp755-766,abc3572333ec16dd6cb2420271d3fe64dae1c296,10.1016/j.ipm.2020.102290
10.11591/ijece.v15i1.pp755-766,1ac8154437cf436412f10232bf3c427a1d84a094,10.1109/ICICS49469.2020.239507
10.11591/ijece.v15i1.pp755-766,d58fd97d7a8308a20b159bbaf02011e26c323852,10.1162/neco_a_01199
10.11591/ijece.v15i1.pp755-766,762182cd3e90179609dd0adcf9d4f1d84db14526,10.1007/s00521-018-3476-3
10.11591/ijece.v15i1.pp755-766,5bf1c2fda3ca6ae64226b34b56117818ae94d23d,10.1007/s11277-018-5513-z
10.11591/ijece.v15i1.pp755-766,880240fc8cb3b0a5de950348970ca3544d554b70,10.1109/ASONAM.2012.164
10.11591/ijece.v15i1.pp755-766,e23c34414e66118ecd9b08cf0cd4d016f59b0b85,10.1109/78.650093
10.11591/ijece.v15i1.pp755-766,48612e9dc85f489b0698c9a2e2b0747699136e36,10.32604/csse.2023.031246
10.11591/ijece.v15i1.pp755-766,01f4c07ff39acc5ddfe06d14bb72d45151c51972,10.32604/cmc.2023.033531
10.11591/ijece.v15i1.pp755-766,362476c560ed906304b8353e1b83dccf53815972,10.1109/ACCESS.2021.3102277
10.11591/ijece.v15i1.pp755-766,a6d93655dfb64171e57e07c32c1b4a79553da323,10.1007/978-981-15-1216-2_1
10.11591/ijece.v15i1.pp755-766,889224a64a5bc5f9e965f418a63b6768f7164993,10.14569/IJACSA.2017.080657
10.1016/j.neucom.2024.128705,4d2514d814589d63d4c4360a4896ce26fc7545d2,10.1016/j.nlp.2024.100077
10.1016/j.neucom.2024.128705,c0f42309b39a07a74b5f26e6963a6f2682f4ba7f,10.1016/j.knosys.2024.111964
10.1016/j.neucom.2024.128705,cd75f7cacd0d4b88e6679d0dda03f2695acca4ae,10.48550/arXiv.2403.01063
10.1016/j.neucom.2024.128705,7801cb591d63e52fe0478fcc3ebda0a6a284c962,10.1016/j.patcog.2024.110329
10.1016/j.neucom.2024.128705,39529763d8c087bce1f3738e1f491b7a7d2d19bc,10.1016/j.engappai.2023.106271
10.1016/j.neucom.2024.128705,d81c07b2f41add20daf2798c972096adf220ac91,10.1016/j.knosys.2023.110648
10.1016/j.neucom.2024.128705,c5d4f640a9fbe816d7574c57415554de100a0306,10.1016/j.nlp.2023.100009
10.1016/j.neucom.2024.128705,d97b5f7a98dd080915951152fd3654a9e8bc1973,10.1016/j.ipm.2022.103260
10.1016/j.neucom.2024.128705,b94b9b90fc34429dcd47650fe28637a3c1e861f4,10.1007/s00521-023-08384-5
10.1016/j.neucom.2024.128705,52f41475f957bc5380b2a4d7aabc9b75e52d7777,10.3390/app13031445
10.1016/j.neucom.2024.128705,5d301e16597b2eec7d3e8e88f77158c0d53e59fd,10.3390/math10224273
10.1016/j.neucom.2024.128705,331e8cce199462c7bd26d0c72b1d177eb5eb04fa,10.7717/peerj-cs.1044
10.1016/j.neucom.2024.128705,653d7c178b8e8b0574308b4d5ef41e4e4f5c80cf,10.3390/math10142473
10.1016/j.neucom.2024.128705,a9904e4a3dba30e60fd3bb15c00418cbd045b6cf,10.24963/ijcai.2022/561
10.1016/j.neucom.2024.128705,c428421667973f806ca2c318a6c0b048f0af2a58,10.1007/s41870-022-00966-1
10.1016/j.neucom.2024.128705,2103f005eb9beeeb1a841e42650e21f7b0082470,10.1007/s13042-022-01535-5
10.1016/j.neucom.2024.128705,81788bd26617642e9e6f0907073d5a373d902543,10.1016/j.neucom.2022.01.021
10.1016/j.neucom.2024.128705,eeec016e6cb725efce680d8172c1fcaf58727a7e,10.1016/j.aiopen.2022.03.001
10.1016/j.neucom.2024.128705,c26759e6c701201af2f62f7ee4eb68742b5bf085,10.18653/v1/2021.emnlp-main.552
10.1016/j.neucom.2024.128705,96b294257082a2f0fda1e5fc70804d4cd048ab23,10.1109/ICASSP39728.2021.9414915
10.1016/j.neucom.2024.128705,14804d01fc098e2d9db41b1d8357b1503e716beb,10.1007/978-3-030-60457-8_45
10.1016/j.neucom.2024.128705,77d26f4bb0efa66b1f8cac3146e466d271c51f9e,10.1109/ACCESS.2020.3031665
10.1016/j.neucom.2024.128705,e4593f00ca626f8adf381fadb5d261df8223c3d4,10.1016/J.ACI.2019.02.002
10.1016/j.neucom.2024.128705,57fff1bd2265848f126f7f62b10d1c67cb6be0da,10.18653/v1/2020.acl-main.588
10.1016/j.neucom.2024.128705,8e85df955707cb7959299d83b6b8c8a28b2b53dd,10.18653/v1/2020.acl-main.295
10.1016/j.neucom.2024.128705,7e72d8c5803df904e4cb5d71cb7070d44ad455ba,10.1016/J.KNOSYS.2019.02.008
10.1016/j.neucom.2024.128705,162cad5df347bdac469331df540440b320b5aa21,10.18653/v1/D19-1670
10.1016/j.neucom.2024.128705,188024469a2443f262b3cbb5c5d4a96851949d68,10.1007/978-3-030-22747-0_7
10.1016/j.neucom.2024.128705,2cf8ec49ffde66208869c965ac65d889abd71604,10.18653/v1/K18-1018
10.1016/j.neucom.2024.128705,a88c05fa0458dca07eb371ef7e4b8922702c484a,10.1145/3178876.3186001
10.1016/j.neucom.2024.128705,2ff4b9ca75a37cec1607f1f49333b948b1c8d08b,10.3115/v1/S14-2004
10.1016/j.neucom.2024.128705,06e122f475a21d92dba137609c40f35690217475,10.3115/v1/P14-2009
10.1016/j.neucom.2024.128705,a0b3db2ad411ebaa4a31cd665f28f93f5cd87cbb,10.18653/v1/2023.acl-long.81
10.1016/j.neucom.2024.128705,a109472ed3f2dbcf14c361dd881210aac67901cf,10.32604/csse.2023.038384
10.1016/j.neucom.2024.128705,98362f8dcc20172c8f364e61d6c7333472b82205,10.18653/v1/2022.naacl-main.115
10.1016/j.neucom.2024.128705,af666d903ff9d7a0154137fa4c2d6ea9bab42ab1,10.18653/v1/2022.naacl-main.312
10.1016/j.neucom.2024.128705,31b16f85f79b3f75a9e43f55cd243f0375de7469,
10.1016/j.neucom.2024.128705,ff2cade7c3e64386fa9efa5f3ec6082c1af91067,10.18653/v1/2022.acl-long.145
10.1016/j.neucom.2024.128705,7278dfcf11cc431e9af9a5f07e06cb4f87afbe7a,10.32604/CMC.2021.014265
10.1016/j.neucom.2024.128705,02b1bc3601aafbafc4cf8b27557e599a1690f295,10.18653/v1/2021.acl-long.494
10.1016/j.neucom.2024.128705,4e1e362fe8625629ea672c617ceb17374e704011,10.18653/v1/2021.emnlp-main.362
10.1016/j.neucom.2024.128705,562c491f8125521398ec1ff55984f321bdf7915e,10.1109/ACCESS.2020.2997675
10.1016/j.neucom.2024.128705,df2b0e26d0599ce3e70df8a9da02e51594e0e992,10.18653/v1/N19-1423
10.1016/j.frl.2024.106487,ec2ef8d525e14896b41a4799dfcbff530a8b7ee6,10.30574/wjarr.2024.21.1.0074
10.1016/j.frl.2024.106487,a9a64f8257cbfc54c5a89b894026811c8333c8c1,10.1016/j.irfa.2023.102516
10.1016/j.frl.2024.106487,525f84a4dbf6189b599b556a3fa73670c12d1e66,10.1186/s40537-022-00601-7
10.1016/j.frl.2024.106487,78513e2db61b9843ee6e671cd6fffbb0e193bba8,10.1080/1351847x.2021.2015416
10.1016/j.frl.2024.106487,a7712bd11c94638fcbd55581f2183e4b8490d94d,10.1016/j.ijforecast.2021.08.001
10.1016/j.frl.2024.106487,1789f0cd160ab7859191cac4804b1887116378a1,10.1371/journal.pone.0246331
10.1016/j.frl.2024.106487,894209a26c2853390ea166e30767edce08a400bb,10.1007/s10614-020-10058-6
10.1016/j.frl.2024.106487,cfd6743c8fd271c33c0101b0142fc8431857adf9,10.1007/s10436-020-00368-y
10.1016/j.frl.2024.106487,8fab40b779469a4b7497c5aebbb59d34c6ec1d22,10.1111/acfi.12454
10.1016/j.frl.2024.106487,cfd8ad09d230320a1fa3f081a791009c02fac5da,10.1007/s11227-017-2228-y
10.1016/j.frl.2024.106487,966f3f4004840a1a93f920757994fc3211419cf6,10.3934/math.2023493
10.1007/s11227-024-06585-w,4e0aec6c1416e2461294247e28a288f0aee49878,10.5220/0011546600003335
10.1007/s11227-024-06585-w,2cc999a2af940ffa2e194929e2f52fc6a9e4b7a8,10.18653/v1/2022.clpsych-1.12
10.1007/s11227-024-06585-w,ab084a99dcadb8f14bd406694a2e97f6c651db39,10.1088/1742-6596/2161/1/012034
10.1007/s11227-024-06585-w,699371949bedcdd80cac0fd78b4b59835e5eb594,10.18653/v1/2022.findings-naacl.67
10.1007/s11227-024-06585-w,0d1f7b8a03c9c4bc3bd24223cb9b258b967e110f,10.2196/19824
10.1007/s11227-024-06585-w,ecff01a1238c156299acd5eb414692c789e53d28,10.2139/ssrn.3511013
10.1007/s11227-024-06585-w,33dec451a9e90e8642dd29438ec836f2a07ca154,10.1007/s10209-019-00697-4
10.1007/s11227-024-06585-w,dc3548c0549d88c7ce71896eb2bda9c3d9fdbb2b,10.1016/J.COMCOM.2019.03.009
10.1007/s11227-024-06585-w,5636c447f92d01d2fa27702aebff20dbf99c621d,10.1016/j.cmpb.2018.04.012
10.1007/s11227-024-06585-w,cc7e04116cd828336e680746827fc42e6db0b1e7,10.2196/jmir.7452
10.1007/s11227-024-06585-w,432af96270bf110fb8e62af00e6b4ccb7ba88d40,10.1145/2757001.2757003
10.1007/s11227-024-06585-w,14e77c98807459c96bb11f9ca1bfb816d74af424,10.1016/j.future.2014.05.004
10.1007/s11227-024-06585-w,4a317e8d0716bf188ed1888b91055c8b89b34c2f,10.1136/amiajnl-2011-000523
10.1007/s11227-024-06585-w,d976a805f62a04cd94bef7d0709719d9f24702c9,10.1002/wcm.716
10.1007/s11227-024-06585-w,69cfb48c45b59243d60342b796dbac35e9efd6bc,10.1006/IJHC.1995.1081
10.1007/s11227-024-06585-w,6b5b5a8b7a17ae9d89792fad4e20b4eb3baec552,10.5220/0009351903230330
10.1007/s11227-024-06585-w,0541579506575301ba7457d5a7f16b45e08a300c,10.1145/290941.291025
10.1016/j.dib.2024.111107,638205952ae0811e03aba8a47741a764b03ed7f3,10.1016/j.dib.2024.110052
10.1016/j.dib.2024.111107,a2c3973705286b72eb5ac2b3c161956b3cb700a0,10.1145/3572783
10.1016/j.dib.2024.111107,ccbc0b08858c1874e1500111774cf268a5f6d7a2,10.1109/TKDE.2022.3230975
10.1016/j.dib.2024.111107,3004b0e9675d38614b8b67c5d7f451df5930f71f,10.1007/978-981-16-0586-4_31
10.1016/j.dib.2024.111107,bfcd81495520f82bbd3a9a9ce1f3636c50ad1e6f,10.3390/DATA3020015
10.1016/j.dib.2024.111107,8589c0ff39d35630a2798cf6d3f58f63d37b1c03,10.1016/J.ASEJ.2014.04.011
10.1016/j.dib.2024.111107,12d0353ce8b41b7e5409e5a4a611110aee33c7bc,10.3115/1118693.1118704
10.1007/s42979-024-03387-y,7a315e70e94cf73e318e14a6a37c2ec5486d4b84,10.1016/j.artmed.2023.102716
10.1007/s42979-024-03387-y,4b5c6a2693772b9b2519612bd0c84bd570cfde59,10.1007/s13278-022-00998-2
10.1007/s42979-024-03387-y,2d58ec2890c8fd609a88c8c71df231fa20b08659,10.1016/J.ESWA.2020.113990
10.1007/s42979-024-03387-y,fcac751f2fd896469d3e71ec5a3f7d78e3f92f0f,10.1016/j.healthpol.2021.01.001
10.1007/s42979-024-03387-y,dfdf5fdb63283db8623c77cc0e65c6b233d83169,10.1002/asi.22844
10.1007/s42979-024-03387-y,8e077f000fb40cc82eda6f3ef89f24dc18eba604,10.1145/2396761.2396785
10.1007/s42979-024-03387-y,3050ac83859cd059b28d63db1e93a00fffda8b29,10.1145/2187836.2187872
10.1007/s42979-024-03387-y,6eda0fc5b19bb21b6d2b41061da483d615f6aea0,10.1145/2187836.2187871
10.1007/s42979-024-03387-y,1199b8d6ecb5669cf24144a7364fcec01f32e137,10.1145/2063576.2063726
10.1007/s42979-024-03387-y,4a01a8db2a0783ab0289b928721e4ea63fbfe1b5,10.1145/1835449.1835616
10.1007/s42979-024-03387-y,d7f3501bca68032450dc86ef6a4cb1baa74f70a0,10.1016/J.PROCS.2015.07.523
10.11591/ijai.v13.i4.pp4695-4702,787f26a3c93ff80af96fa8d020e170cbfbc67313,10.1109/ICOEI56765.2023.10126052
10.11591/ijai.v13.i4.pp4695-4702,b7ede1a356fafd7dd0eccaf005f2453c22b4ba93,10.1007/s11277-023-10235-4
10.11591/ijai.v13.i4.pp4695-4702,4a01ee9b9708d1bf6a2258d0b351b048b8214c4c,10.53106/160792642023012401005
10.11591/ijai.v13.i4.pp4695-4702,fc27028faee7ea0e078b07296f1ea45c9c7e2fb8,10.1142/s0219622022500924
10.11591/ijai.v13.i4.pp4695-4702,f799ad565ad1814249db360ab43f9aadcc799908,10.1007/s10844-022-00755-z
10.11591/ijai.v13.i4.pp4695-4702,0a472348cc84b7fc4c42d317d5b0636b84e0de28,10.48550/arXiv.2212.06035
10.11591/ijai.v13.i4.pp4695-4702,5892d1d138ae2b8fbc17ecf284c56a6bb168edbc,10.3390/electronics11182844
10.11591/ijai.v13.i4.pp4695-4702,296a5286cf65bb733e3c8e8b1ea5b725df598583,10.1145/3519299
10.11591/ijai.v13.i4.pp4695-4702,6bdb8d27386952dbc20d1eb74fdb4d6280603cce,10.1111/exsy.13107
10.11591/ijai.v13.i4.pp4695-4702,27e5ecbc4a28fc0974c791d623ad50fc64b8b50f,10.1155/2022/1653696
10.11591/ijai.v13.i4.pp4695-4702,da06ee4965c0a55dc35f79043ee67e3b84120d06,10.1007/s11042-022-12930-z
10.11591/ijai.v13.i4.pp4695-4702,e532d313451d73e712dfcaa5d919dadc73975c85,10.1109/ICCMC53470.2022.9753981
10.11591/ijai.v13.i4.pp4695-4702,ef0a9005a2a59532b8a1b5e480634557d541979a,10.1007/s11227-022-04312-x
10.11591/ijai.v13.i4.pp4695-4702,f08fae8d475982defac514fb773f059d1353d6d2,10.1109/IJCNN52387.2021.9533800
10.11591/ijai.v13.i4.pp4695-4702,8e597681d9047c9bcc4a43d1f2fb65928b9e1b6c,10.1109/ICOEI51242.2021.9452954
10.11591/ijai.v13.i4.pp4695-4702,e4dc037c8281238cc093c3140db128f146b85416,10.1109/incet49848.2020.9154090
10.11591/ijai.v13.i4.pp4695-4702,ea599f0b172c9c2bdd46a91b7935c90bf5837567,10.1007/s10845-019-01530-8
10.11591/ijai.v13.i4.pp4695-4702,8bee344ba3edd4f958c91081d6e60aab40063fcf,10.1109/ACCESS.2019.2963630
10.11591/ijai.v13.i4.pp4695-4702,b0e31bf1d900a4d33c2c233d84e6275568f1e3d3,10.18653/v1/d13-1066
10.11591/ijai.v13.i4.pp4695-4702,a976e4e23980637d92c1c61ae1557c824650183e,10.1504/ijwmc.2024.10062122
10.11591/ijai.v13.i4.pp4695-4702,3940336727099f58112094fc8fd2cd3031b97220,10.1109/ACCESS.2023.3258970
10.11591/ijai.v13.i4.pp4695-4702,edb40fcbbc81a77327430db527a24d3b9ace73db,10.1007/978-981-16-7996-4_26
10.1038/s41598-024-76079-5,9e87b7fb54072ef56914664680b6e557da0053d4,10.1109/ICEEICT62016.2024.10534511
10.1038/s41598-024-76079-5,e40c9fde95c1e7c1619b3d4a8b97060bfe181ecc,10.1016/j.ijcce.2024.04.001
10.1038/s41598-024-76079-5,183d619b6890a66920395703a42916af89d0ee36,10.1007/s13278-024-01240-x
10.1038/s41598-024-76079-5,7c459e8725f8e1c9d6628ea1460321293747a2d6,10.3390/app14020588
10.1038/s41598-024-76079-5,376f9594128575d63730c0c143d72b103df7b5df,10.1109/CICN59264.2023.10402154
10.1038/s41598-024-76079-5,83488cac69fb5472612cfddc288af4878a45c023,10.3390/data8120180
10.1038/s41598-024-76079-5,aad89c20c16ae648f5df5d05386bdc2333b3ce97,10.56726/irjmets45125
10.1038/s41598-024-76079-5,d2c7a5af04927c229c57b095b57883b3aa15a589,10.1007/s10579-023-09687-8
10.1038/s41598-024-76079-5,0378982d2ed041919e4c3c4a5d4e752880e104e5,10.1007/s13198-023-02082-0
10.1038/s41598-024-76079-5,1cd5444c105a3da6c11fe8f6b52752377b80b8fc,10.1007/s00354-023-00227-0
10.1038/s41598-024-76079-5,ec07c4e1e507d19485aec0cb59926d30f6ba6793,10.48550/arXiv.2307.15920
10.1038/s41598-024-76079-5,55da651863ab89794bf735e7c541c69a1b961110,10.1038/s41598-023-45406-7
10.1038/s41598-024-76079-5,14861349b075f28cba3a78539a16b18f83e5bbed,10.1007/s13278-023-01030-x
10.1038/s41598-024-76079-5,0781dbc493890d20a871d8a7b4cdd6ccf70701f2,10.1016/j.micpro.2023.104795
10.1038/s41598-024-76079-5,465f527388d58d453e9d0b3eafce0eea8c3ff021,10.48550/arXiv.2301.12805
10.1038/s41598-024-76079-5,1f5ae1e2a4f0ab1201d4c5603f3a7be7d58b35d8,10.1145/3571818
10.1038/s41598-024-76079-5,5f48bad4d97a74e3041a9aba32d1f496a422260a,10.1016/j.eswa.2022.118817
10.1038/s41598-024-76079-5,beff3eb5025c3488575e724601969ca97dd61d04,10.1186/s40537-022-00568-5
10.1038/s41598-024-76079-5,5513408dc97aa78bfaabb0fe1d2c334b19027ba1,10.1038/s41598-022-05974-6
10.1038/s41598-024-76079-5,54895cccbb0f3fbd93cf3a885f5d2bd036504fad,10.1080/09720529.2021.2019442
10.1038/s41598-024-76079-5,514fa34d5df77d371146843e6a3148e3b0779579,10.1016/j.neucom.2021.09.041
10.1038/s41598-024-76079-5,d5b9310338b47b03d108f3910ab8920f6275d771,10.1016/j.puhe.2021.11.022
10.1038/s41598-024-76079-5,ee7f10c69b84e756cfca7a13c9814ce472e1002a,10.3390/math9212722
10.1038/s41598-024-76079-5,0f9ce23a7678c8a568355f46ebd9e70815e28d06,10.1080/08839514.2021.1922843
10.1038/s41598-024-76079-5,b3899d55369eb2627b62f94fd8340c18854264d5,10.1016/j.knosys.2021.107242
10.1038/s41598-024-76079-5,fd3e9696a1b50c69661f9312bc5e1f8f87210385,10.1145/3450447
10.1038/s41598-024-76079-5,2db65de6386207df956a6c141ac987c6a27c7c0b,10.18653/V1/2021.SMM4H-1.10
10.1038/s41598-024-76079-5,da40abf66a805f97964c42c7639f459d8bad36ff,10.3233/aic-210084
10.1038/s41598-024-76079-5,daa1664b0c1e513369223a6bb27119a061d044a5,10.1016/j.osnem.2021.100135
10.1038/s41598-024-76079-5,085b449b7aae74e0efc252bd52ba5cdec4318ad0,10.18653/V1/2021.NLP4IF-1.18
10.1038/s41598-024-76079-5,8277eb8a4c799f06dc99556c33884aa01fd3c7bf,10.3390/idr13020032
10.1038/s41598-024-76079-5,fe3f8d07f8c80d93ff26e8971ddd51b13c3fc0be,10.1371/journal.pone.0247086
10.1038/s41598-024-76079-5,2f91711a1a8892c475a31293a953980745889f32,10.1109/TCSS.2021.3051189
10.1038/s41598-024-76079-5,49157b209db8689182e29f827fc6fafe2183c95e,10.1016/j.chaos.2021.110708
10.1038/s41598-024-76079-5,96d6e53a5c03c68c2cbbeeef8beff13f5cb718bb,10.1109/PuneCon50868.2020.9362361
10.1038/s41598-024-76079-5,7dff27d798c07bb129e984d3fa50ca18ad9b114d,10.1109/ICMLA51294.2020.00111
10.1038/s41598-024-76079-5,a51ee2fc75026a1df00729032b9a9793e30704e5,10.1109/ICCP51029.2020.9266181
10.1038/s41598-024-76079-5,a4df202d5af1dcaff7ff73eb95977d54fa2337de,10.1109/ICACCM50413.2020.9213011
